transaction_time,ticker,transaction_type,price,size,position_before,position_after,modelled_price,max_bid,min_ask,return,expected_return,pl,expected_pl
2020-11-24 10:25:00,KWN+1M BGN Curncy,b,1108.79,1000000.0,0,1,1109.9336386704656,1108.823705031795,1111.0435723091362,-0.0010326572209345159,0.001031429459560092,-725.5762797199752,1031.429459560092
2020-11-24 15:47:00,KWN+1M BGN Curncy,s,1111.8200000000002,1000000.0,1,0,1111.8053885225295,1109.5817777454845,1111.8053885225295,0.003755104243492815,1.3141945162598491e-05,1764.1521649007652,13.14194516259849
2020-11-30 10:31:00,KWN+1M BGN Curncy,s,1107.0,1000000.0,0,-1,1105.8578959410097,1104.7520380450687,1106.9637538369507,-0.00014001806684731048,0.0010317109837310737,808.9925139206825,1031.7109837310738
2020-11-30 14:37:00,KWN+1M BGN Curncy,b,1106.995,1000000.0,-1,0,1107.0092666362757,1107.0092666362757,1109.223285169548,0.000144535431506088,1.2887715189143924e-05,235.8978731086502,12.887715189143924
2020-11-30 17:39:00,KWN+1M BGN Curncy,s,1108.26,1000000.0,0,-1,1107.1481148068797,1106.0409666920727,1108.2552629216866,0.000997058451987817,0.001003271067367148,780.2957196210447,1003.2710673671479
2020-12-01 09:38:00,KWN+1M BGN Curncy,b,1107.645,1000000.0,0,1,1108.7815375240991,1107.672755986575,1109.8903190616231,-0.0016656961391059656,0.001026084642732229,1041.407810224971,1026.084642732229
2020-12-07 13:35:00,KWN+1M BGN Curncy,b,1083.895,1000000.0,0,1,1085.2897637702758,1084.2044740065055,1086.3750535340462,9.687285207517167e-05,0.0012868070895020814,-78.83636296876742,1286.8070895020815
2020-12-07 16:09:00,KWN+1M BGN Curncy,s,1083.935,1000000.0,1,0,1083.8834860919574,1081.7157191197734,1083.8834860919574,-5.9966695419978664e-05,4.7524905130454976e-05,1406.6967863521406,47.524905130454975
2020-12-07 16:58:00,KWN+1M BGN Curncy,b,1082.4050000000002,1000000.0,0,1,1083.514143524939,1082.430629381414,1084.597657668464,0.001473570428813429,0.0010247028837993839,-333.70581626220695,1024.702883799384
2020-12-07 18:20:00,KWN+1M BGN Curncy,s,1084.385,1000000.0,1,0,1084.239902773733,1082.0714229681855,1084.239902773733,0.0003550399535220341,0.00013380600641552435,1495.5661523654744,133.80600641552434
2020-12-08 16:23:00,KWN+1M BGN Curncy,s,1086.34,1000000.0,0,-1,1085.1697846897453,1084.0846149050556,1086.254954474435,0.0020895852127326454,0.0010772090784235708,1538.4543896662524,1077.2090784235709
