transaction_time,ticker,transaction_type,price,size,position_before,position_after,modelled_price,max_bid,min_ask,return,expected_return,pl,expected_pl
2020-11-23 19:57:00,KWN+1M BGN Curncy,b,1114.5549999999998,1000000.0,0,1,1115.7473706794653,1114.631623308786,1116.8631180501447,-0.002346227866726884,0.001069817711522098,-1317.5186449807452,1069.817711522098
2020-11-24 10:25:00,KWN+1M BGN Curncy,b,1108.79,1000000.0,0,1,1109.967423190142,1108.8574557669517,1111.0773906133322,-0.0010326572209345159,0.0010618991785117183,-878.6217854814048,1061.8991785117182
2020-11-24 16:05:00,KWN+1M BGN Curncy,s,1111.735,1000000.0,1,0,1111.6890040802143,1109.4656260720537,1111.6890040802143,0.0036789342784026035,4.137309681316355e-05,1976.3591481805402,41.37309681316355
2020-11-30 10:31:00,KWN+1M BGN Curncy,s,1107.0,1000000.0,0,-1,1105.8690828351587,1104.7632137523235,1106.9749519179938,-0.00014001806684731048,0.0010216053882938765,1557.2581008799766,1021.6053882938766
2020-11-30 14:35:00,KWN+1M BGN Curncy,b,1107.0749999999998,1000000.0,-1,0,1107.1561492575638,1107.1561492575638,1109.3704615560791,7.226249350780627e-05,7.330059622337527e-05,-462.023935916199,73.30059622337527
2020-12-01 09:38:00,KWN+1M BGN Curncy,b,1107.645,1000000.0,0,1,1108.7801307339257,1107.6713506031917,1109.8889108646597,-0.0016656961391059656,0.0010248145695829752,580.5744047065232,1024.814569582975
2020-12-03 15:13:00,KWN+1M BGN Curncy,s,1091.345,1000000.0,0,-1,1090.2156572784982,1089.1254416212196,1091.3058729357767,0.0012736577342637755,0.0010348173322843564,2887.491277153211,1034.8173322843563
2020-12-03 15:36:00,KWN+1M BGN Curncy,b,1090.6,1000000.0,-1,0,1090.6872257720313,1090.6872257720313,1092.8686002235752,-0.0005914175683110048,7.997961858737234e-05,-1772.3006465073026,79.97961858737234
2020-12-07 13:35:00,KWN+1M BGN Curncy,b,1083.895,1000000.0,0,1,1085.4189146016724,1084.3334956870708,1086.504333516274,9.687285207517167e-05,0.0014059614645998543,433.8991531872373,1405.9614645998543
2020-12-07 16:10:00,KWN+1M BGN Curncy,s,1083.94,1000000.0,1,0,1083.8891542173762,1081.7213759089416,1083.8891542173762,-5.5353617358844056e-05,4.690829992786502e-05,1011.4862590536336,46.90829992786502
2020-12-07 16:57:00,KWN+1M BGN Curncy,b,1082.4450000000002,1000000.0,0,1,1083.6407263277401,1082.5570856014124,1084.724367054068,0.0014365625967137693,0.0011046531950722447,140.1873664277308,1104.6531950722447
2020-12-07 18:20:00,KWN+1M BGN Curncy,s,1084.385,1000000.0,1,0,1084.3228082684054,1082.1541626518688,1084.3228082684054,0.0003550399535220341,5.7352076609844834e-05,1024.9739670167064,57.352076609844836
2020-12-08 16:50:00,KWN+1M BGN Curncy,s,1086.5,1000000.0,0,-1,1085.296979912894,1084.211682932981,1086.3822768928069,0.0022365393465255995,0.0011072435224170243,2195.183196846416,1107.2435224170242
