transaction_time,ticker,transaction_type,price,size,position_before,position_after,modelled_price,max_bid,min_ask,return,expected_return,pl,expected_pl
2020-12-08 14:50:00,FXY1 KMS1 Index,b,363.38,1000000.0,0,1,363.7546711765883,363.3909165054117,364.1184258477649,0.010044581429908023,0.0010310726418303758,5684.2549912277245,1031.072641830376
2020-12-08 18:55:00,FXY1 KMS1 Index,s,364.02,1000000.0,1,0,364.014892102333,363.2868623181284,364.014892102333,-0.008268776440854874,1.4031914913906024e-05,-4631.963987077865,14.031914913906025
2020-12-09 09:01:00,FXY1 KMS1 Index,s,371.41,1000000.0,0,-1,371.03105975138516,370.6600286916338,371.40209081113653,0.011146711181713048,0.0010202747600087973,3894.5945154703513,1020.2747600087972
2020-12-09 12:16:00,FXY1 KMS1 Index,s,371.06,1000000.0,-1,-2,370.311116241767,370.311116241767,371.0517384742506,0.010213981566323561,0.002018228206308893,4887.971535502509,2018.228206308893
2020-12-09 14:54:00,FXY1 KMS1 Index,s,370.79,1000000.0,-2,-3,369.653692549713,370.02334624226273,370.76265362736217,0.0094932441543732,0.003064557971593102,5932.052557355333,3064.5579715931017
2020-12-09 15:13:00,FXY1 KMS1 Index,b,369.93,1000000.0,-3,-2,369.25080916356745,369.9893107818946,370.72781240022175,-0.007190549563430987,-0.0018359982602993907,-4715.324907154234,-1835.9982602993907
2020-12-09 17:25:00,FXY1 KMS1 Index,s,369.66,1000000.0,-2,-3,368.45992631174516,368.8283862380569,369.5653060906804,0.006465400638424615,0.003246425602593899,6127.3408819891065,3246.425602593899
2020-12-09 17:37:00,FXY1 KMS1 Index,b,369.02,1000000.0,-3,-2,368.3657489927323,369.1024804907177,369.8392119887032,-0.0047422903907647284,-0.0017729418656650135,-4659.657572368365,-1772.9418656650134
2020-12-09 17:48:00,FXY1 KMS1 Index,b,368.29,1000000.0,-2,-1,367.96773824890045,368.3357059871493,369.07164146364715,-0.002769556599419041,-0.0008750217249981662,-3768.7313783800523,-875.0217249981662
2020-12-09 19:36:00,FXY1 KMS1 Index,s,368.04,1000000.0,-1,-2,367.2807795939232,367.2807795939232,368.015341153111,0.0020921638952288843,0.0020628747040451925,4970.040375087159,2062.8747040451926
2020-12-09 19:44:00,FXY1 KMS1 Index,b,367.48,1000000.0,-2,-1,367.22035295129086,367.58757330424214,368.3220140101447,-0.0005714596712747262,-0.0007065610338226709,-3614.922636887538,-706.5610338226709
2020-12-14 11:28:00,FXY1 KMS1 Index,s,366.42,1000000.0,0,-1,366.01802448688073,365.65200646239384,366.3840425113676,0.005731128213525525,0.0010970348592306161,2217.4209012143365,1097.0348592306161
2020-12-14 13:53:00,FXY1 KMS1 Index,b,366.15,1000000.0,-1,0,366.18278527549813,366.18278527549813,366.91515084604913,-0.00499795165915604,8.954055850923489e-05,-1036.1737123719363,89.54055850923488
2020-12-14 14:38:00,FXY1 KMS1 Index,s,366.18,1000000.0,0,-1,365.80430703224994,365.4385027252177,366.1701113392822,0.00507946911355075,0.0010259789386369254,2147.142510618672,1025.9789386369255
2020-12-14 16:16:00,FXY1 KMS1 Index,b,365.23,1000000.0,-1,0,365.2337323412454,365.2337323412454,365.96419980592793,-0.0024915806478110368,1.0219152986834531e-05,-1116.0544928288593,10.219152986834532
2020-12-14 17:11:00,FXY1 KMS1 Index,s,365.62,1000000.0,0,-1,365.1351463984207,364.7700112520223,365.50028154481913,0.003555604179202482,0.0013261134554435994,2448.4110517487243,1326.1134554435994
2020-12-14 18:17:00,FXY1 KMS1 Index,b,364.81,1000000.0,-1,0,364.814099753061,364.814099753061,365.5437279525671,-0.0013431649351717582,1.1238050110973691e-05,-1114.2148057552988,11.238050110973692
